membre_id,lead_id,date_adhesion,proprietaire_origine,age,genre,commune,source_acquisition,statut_membre,date_dernier_passage,frequence_hebdo,utilisation_coaching,score_risque_churn
MEM-00730,,2022-09-16,USR-02,53,F,Versailles,instagram,actif,2026-06-20,2.9,faux,38
MEM-00731,,2024-09-05,USR-01,29,F,Versailles,site_web,actif,2026-06-20,2.6,faux,47
MEM-00732,,2025-02-25,USR-02,43,H,Vélizy-Villacoublay,google_ads,actif,2026-06-20,2.3,faux,38
MEM-00733,,2023-07-14,USR-02,47,F,Versailles,instagram,actif,2026-06-20,3.7,faux,30
MEM-00734,,2024-12-31,USR-02,21,H,Viroflay,instagram,actif,2026-06-20,2.4,vrai,50
MEM-00735,,2025-06-04,USR-01,44,H,Versailles,google_ads,actif,2026-06-03,0.3,faux,80
MEM-00736,,2021-09-07,USR-01,48,H,Vélizy-Villacoublay,recommandation,actif,2026-06-19,4.0,faux,16
MEM-00737,,2025-08-03,USR-01,42,F,Versailles,instagram,actif,2026-06-20,2.3,faux,49
MEM-00738,,2021-02-25,USR-02,57,F,Buc,instagram,actif,2026-06-14,0.8,faux,77
MEM-00739,,2021-08-08,USR-02,26,F,Saint-Cyr-l'École,recommandation,actif,2026-02-26,0.0,faux,100
MEM-00740,,2021-12-05,USR-02,56,H,Versailles,instagram,actif,2026-06-21,2.9,faux,44
MEM-00741,,2021-09-17,USR-02,55,H,Versailles,instagram,actif,2026-06-21,5.1,faux,11
MEM-00742,,2025-03-09,USR-02,45,F,Buc,recommandation,actif,2026-06-20,2.4,faux,46
MEM-00743,,2022-12-13,USR-01,38,H,Le Chesnay-Rocquencourt,site_web,actif,2026-05-09,0.0,faux,100
MEM-00744,,2024-08-16,USR-01,28,F,Saint-Cyr-l'École,google_ads,actif,2026-06-21,4.9,faux,4
MEM-00745,,2021-07-18,USR-02,39,H,Saint-Cyr-l'École,site_web,actif,2026-06-20,2.9,faux,35
MEM-00746,,2023-03-31,USR-02,60,F,Viroflay,recommandation,actif,2026-06-19,3.9,vrai,29
MEM-00747,,2026-03-08,USR-02,45,F,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-20,1.7,faux,49
MEM-00748,,2025-09-16,USR-02,22,F,Versailles,google_ads,actif,2026-06-20,3.4,faux,25
MEM-00749,,2023-09-24,USR-01,52,H,Versailles,site_web,actif,2026-06-13,1.1,faux,62
MEM-00750,,2021-07-26,USR-02,38,H,Versailles,google_ads,actif,2026-06-21,3.1,faux,26
MEM-00751,,2021-02-01,USR-02,35,F,Versailles,google_ads,actif,2026-06-16,1.1,faux,70
MEM-00752,,2023-11-28,USR-02,28,F,Versailles,site_web,actif,2026-06-21,1.8,faux,53
MEM-00753,,2022-03-31,USR-01,23,H,Versailles,google_ads,actif,2026-06-19,1.1,faux,65
MEM-00754,,2025-09-25,USR-02,19,H,Vélizy-Villacoublay,instagram,actif,2026-06-09,0.3,faux,76
MEM-00755,,2025-12-04,USR-02,22,F,Versailles,recommandation,actif,2026-06-19,3.8,vrai,27
MEM-00756,,2023-03-21,USR-01,54,H,Viroflay,instagram,actif,2026-06-21,3.5,faux,26
MEM-00757,,2023-03-29,USR-02,46,H,Buc,site_web,actif,2026-06-21,2.3,faux,44
MEM-00758,,2021-09-25,USR-02,32,H,Saint-Cyr-l'École,google_ads,actif,2026-06-20,2.8,faux,43
MEM-00759,,2021-01-11,USR-02,33,H,Viroflay,instagram,actif,2026-06-19,1.2,faux,69
MEM-00760,,2023-05-09,USR-02,34,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,2.2,faux,44
MEM-00761,,2025-01-05,USR-02,34,H,Vélizy-Villacoublay,recommandation,actif,2026-06-21,4.2,faux,21
MEM-00762,,2023-12-20,USR-02,31,F,Versailles,instagram,actif,2026-06-21,3.3,faux,37
MEM-00763,,2024-01-24,USR-02,39,F,Vélizy-Villacoublay,site_web,actif,2026-06-21,2.8,faux,31
MEM-00764,,2021-05-06,USR-01,19,F,Jouy-en-Josas,instagram,actif,2026-06-19,2.5,faux,43
MEM-00765,,2025-06-04,USR-01,59,F,Vélizy-Villacoublay,recommandation,actif,2026-06-20,3.8,faux,22
MEM-00766,,2023-09-14,USR-02,57,H,Viroflay,instagram,actif,2026-06-21,4.1,faux,12
MEM-00767,,2022-06-07,USR-02,37,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-19,0.8,faux,64
MEM-00768,,2023-11-29,USR-02,49,H,Vélizy-Villacoublay,recommandation,actif,2026-06-20,1.7,faux,57
MEM-00769,,2025-12-11,USR-01,54,F,Viroflay,recommandation,actif,2026-04-23,0.0,faux,100
MEM-00770,,2022-12-12,USR-02,54,F,Vélizy-Villacoublay,google_ads,actif,2026-04-21,0.0,faux,100
MEM-00771,,2023-05-26,USR-02,48,H,Viroflay,site_web,actif,2026-06-21,2.6,faux,38
MEM-00772,,2025-09-17,USR-02,37,F,Versailles,instagram,actif,2026-06-21,3.9,faux,21
MEM-00773,,2023-09-13,USR-02,58,H,Buc,instagram,actif,2026-06-19,0.3,faux,82
MEM-00774,,2024-02-03,USR-02,45,H,Le Chesnay-Rocquencourt,site_web,actif,2026-06-17,2.9,faux,45
MEM-00775,,2025-01-31,USR-02,34,F,Versailles,recommandation,actif,2026-06-16,1.8,faux,51
MEM-00776,,2023-12-10,USR-01,21,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-21,2.7,faux,47
MEM-00777,,2022-05-31,USR-02,25,H,Viroflay,instagram,actif,2026-06-18,1.7,faux,56
MEM-00778,,2021-08-25,USR-02,22,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-12,1.0,faux,77
MEM-00779,,2021-07-27,USR-02,19,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,2.2,faux,43
MEM-00780,,2023-10-17,USR-02,19,F,Versailles,google_ads,actif,2026-03-29,0.0,faux,100
MEM-00781,,2024-10-19,USR-02,58,F,Versailles,instagram,actif,2026-06-21,2.2,faux,46
MEM-00782,,2021-03-16,USR-02,35,H,Versailles,instagram,actif,2026-04-24,0.0,faux,100
MEM-00783,,2021-03-10,USR-01,27,H,Buc,site_web,actif,2026-06-19,1.8,faux,55
MEM-00784,,2023-10-31,USR-02,34,H,Versailles,google_ads,actif,2026-06-21,3.1,faux,36
MEM-00785,,2024-11-21,USR-02,36,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-20,4.1,faux,22
MEM-00786,,2025-09-08,USR-02,33,H,Saint-Cyr-l'École,instagram,actif,2026-06-16,2.9,vrai,42
MEM-00787,,2022-10-18,USR-02,39,H,Versailles,recommandation,actif,2026-06-18,2.1,faux,47
MEM-00788,,2022-06-15,USR-02,23,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-18,1.1,faux,64
MEM-00789,,2025-06-01,USR-02,26,H,Versailles,google_ads,actif,2026-06-10,0.8,faux,79
MEM-00790,,2025-10-01,USR-01,60,F,Viroflay,instagram,actif,2026-06-21,3.1,faux,37
MEM-00791,,2022-05-23,USR-01,57,H,Saint-Cyr-l'École,instagram,actif,2026-06-19,1.9,faux,46
MEM-00792,,2025-04-06,USR-02,50,H,Versailles,instagram,actif,2026-06-07,0.3,faux,84
MEM-00793,,2021-12-11,USR-02,43,F,Versailles,google_ads,actif,2026-06-20,3.3,faux,38
MEM-00794,,2022-11-03,USR-02,54,F,Viroflay,instagram,actif,2026-06-05,0.3,faux,86
MEM-00795,,2023-06-11,USR-01,59,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,5.1,faux,8
MEM-00796,,2023-11-06,USR-01,22,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-20,2.2,faux,48
MEM-00797,,2024-01-21,USR-01,32,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,0.9,faux,72
MEM-00798,,2023-06-27,USR-02,23,H,Versailles,instagram,actif,2026-06-19,2.3,faux,52
MEM-00799,,2023-08-28,USR-02,31,H,Versailles,google_ads,actif,2026-06-20,1.8,faux,54
MEM-00800,,2024-02-22,USR-02,43,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-04-26,0.0,faux,100
MEM-00801,,2022-03-21,USR-02,38,F,Versailles,instagram,actif,2026-06-21,2.2,faux,41
MEM-00802,,2021-01-19,USR-02,55,F,Saint-Cyr-l'École,google_ads,actif,2026-06-21,3.1,faux,28
MEM-00803,,2022-10-11,USR-02,33,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,4.4,faux,16
MEM-00804,,2025-03-27,USR-02,53,H,Saint-Cyr-l'École,recommandation,actif,2026-06-21,2.3,faux,53
MEM-00805,,2025-03-25,USR-02,60,F,Bailly,recommandation,actif,2026-06-21,2.8,faux,43
MEM-00806,,2026-05-15,USR-02,28,H,Bailly,instagram,actif,2026-06-16,0.4,faux,81
MEM-00807,,2022-05-21,USR-01,39,H,Versailles,recommandation,actif,2026-06-03,0.3,vrai,80
MEM-00808,,2023-12-20,USR-02,27,F,Versailles,site_web,actif,2026-06-21,2.4,faux,49
MEM-00809,,2024-06-18,USR-02,57,F,Versailles,site_web,actif,2026-06-18,2.7,faux,47
MEM-00810,,2022-05-11,USR-02,27,F,Versailles,google_ads,actif,2026-06-16,1.6,faux,55
MEM-00811,,2022-03-15,USR-02,32,H,Versailles,recommandation,actif,2026-06-20,2.7,faux,46
MEM-00812,,2023-06-18,USR-02,47,H,Versailles,site_web,actif,2026-06-20,2.5,vrai,43
MEM-00813,,2023-12-08,USR-02,52,F,Versailles,instagram,actif,2026-06-16,2.0,faux,60
MEM-00814,,2022-02-18,USR-02,35,F,Versailles,google_ads,actif,2026-06-12,0.9,faux,73
MEM-00815,,2026-02-10,USR-02,43,F,Bailly,instagram,actif,2026-06-17,3.2,faux,32
MEM-00816,,2021-01-18,USR-01,59,H,Versailles,recommandation,actif,2026-06-20,2.3,faux,40
MEM-00817,,2023-09-28,USR-02,60,F,Saint-Cyr-l'École,instagram,actif,2026-06-21,4.3,faux,10
MEM-00818,,2024-02-17,USR-02,22,F,Versailles,google_ads,actif,2026-03-03,0.0,faux,100
MEM-00819,,2026-05-22,USR-02,31,H,Versailles,instagram,actif,2026-06-20,3.0,faux,29
MEM-00820,,2026-01-23,USR-02,28,H,Bailly,instagram,actif,2026-06-18,2.3,vrai,51
MEM-00821,,2021-02-28,USR-02,26,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-20,3.5,faux,27
MEM-00822,,2023-12-11,USR-02,19,H,Viroflay,instagram,actif,2026-06-21,1.4,faux,67
MEM-00823,,2022-12-26,USR-02,46,F,Vélizy-Villacoublay,site_web,actif,2026-06-19,3.1,vrai,34
MEM-00824,,2024-05-28,USR-02,42,F,Saint-Cyr-l'École,instagram,actif,2026-06-21,1.6,faux,60
MEM-00825,,2023-06-25,USR-02,49,H,Viroflay,instagram,actif,2026-03-21,0.0,faux,100
MEM-00826,,2022-03-19,USR-01,55,H,Vélizy-Villacoublay,instagram,actif,2026-06-19,2.4,faux,52
MEM-00827,,2024-01-17,USR-01,37,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,3.3,vrai,37
MEM-00828,,2026-01-31,USR-02,57,F,Saint-Cyr-l'École,recommandation,actif,2026-06-13,1.4,faux,70
MEM-00829,,2021-12-07,USR-01,51,H,Viroflay,instagram,actif,2026-06-19,3.4,vrai,24
MEM-00830,,2023-05-05,USR-02,58,F,Versailles,instagram,actif,2026-06-20,0.5,faux,80
MEM-00831,,2021-04-18,USR-02,46,F,Saint-Cyr-l'École,recommandation,actif,2026-06-06,0.3,faux,86
MEM-00832,,2024-02-16,USR-02,59,F,Viroflay,google_ads,actif,2026-06-20,3.0,vrai,28
MEM-00833,,2023-08-01,USR-02,32,F,Viroflay,site_web,actif,2026-04-16,0.0,faux,100
MEM-00834,,2023-08-26,USR-02,55,H,Versailles,google_ads,actif,2026-06-18,3.1,faux,43
MEM-00835,,2021-04-23,USR-02,20,F,Viroflay,instagram,actif,2026-06-20,1.4,faux,57
MEM-00836,,2024-03-02,USR-02,20,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-20,0.9,faux,62
MEM-00837,,2022-04-01,USR-02,53,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-19,2.0,vrai,55
MEM-00838,,2021-12-14,USR-02,27,H,Versailles,google_ads,actif,2026-04-20,0.0,faux,100
MEM-00839,,2022-05-16,USR-02,59,F,Jouy-en-Josas,instagram,actif,2026-03-08,0.0,faux,100
MEM-00840,,2024-11-20,USR-02,21,F,Bailly,instagram,actif,2026-06-19,2.5,faux,51
MEM-00841,,2021-10-30,USR-01,49,H,Jouy-en-Josas,site_web,actif,2026-06-21,2.4,faux,44
MEM-00842,,2021-10-02,USR-02,46,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,0.3,faux,82
MEM-00843,,2023-06-28,USR-01,46,H,Versailles,site_web,actif,2026-06-21,3.3,faux,38
MEM-00844,,2024-09-12,USR-02,19,F,Buc,recommandation,actif,2026-06-20,1.9,faux,46
MEM-00845,,2022-10-19,USR-02,21,F,Viroflay,instagram,actif,2026-06-19,2.8,faux,38
MEM-00846,,2023-08-11,USR-02,31,F,Buc,site_web,actif,2026-06-14,1.3,vrai,64
MEM-00847,,2022-09-08,USR-02,56,H,Saint-Cyr-l'École,recommandation,actif,2026-06-21,2.9,faux,44
MEM-00848,,2022-12-23,USR-02,23,F,Viroflay,instagram,actif,2026-06-18,2.4,faux,38
MEM-00849,,2025-12-29,USR-02,22,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-05-13,0.0,faux,100
MEM-00850,,2022-01-04,USR-02,47,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,1.6,faux,53
MEM-00851,,2021-07-09,USR-01,60,H,Le Chesnay-Rocquencourt,site_web,actif,2026-06-12,0.4,vrai,85
MEM-00852,,2023-09-29,USR-02,26,F,Versailles,site_web,actif,2026-06-10,0.8,faux,76
MEM-00853,,2025-11-09,USR-02,51,F,Versailles,google_ads,actif,2026-05-07,0.0,faux,100
MEM-00854,,2021-01-18,USR-02,27,F,Saint-Cyr-l'École,google_ads,actif,2026-06-21,2.6,faux,47
MEM-00855,,2021-10-08,USR-02,25,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,1.5,faux,54
MEM-00856,,2026-03-23,USR-02,24,H,Versailles,instagram,actif,2026-06-05,0.6,faux,73
MEM-00857,,2021-01-06,USR-01,46,F,Viroflay,google_ads,actif,2026-06-20,3.2,faux,35
MEM-00858,,2025-08-31,USR-02,28,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-21,3.0,faux,37
MEM-00859,,2025-08-23,USR-01,27,F,Viroflay,google_ads,actif,2026-06-19,2.6,vrai,45
MEM-00860,,2026-01-10,USR-02,25,F,Versailles,instagram,actif,2026-06-13,1.5,faux,55
MEM-00861,,2025-10-05,USR-02,38,H,Versailles,site_web,actif,2026-06-20,1.6,faux,58
MEM-00862,,2025-10-26,USR-02,46,F,Viroflay,recommandation,actif,2026-05-12,0.0,faux,100
MEM-00863,,2021-08-12,USR-02,29,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-21,2.5,vrai,44
MEM-00864,,2021-01-13,USR-02,27,F,Versailles,site_web,actif,2026-06-20,1.3,faux,65
MEM-00865,,2021-03-20,USR-02,19,F,Versailles,instagram,actif,2026-06-18,2.9,faux,36
MEM-00866,,2024-10-10,USR-02,42,H,Buc,recommandation,actif,2026-06-14,1.9,faux,57
MEM-00867,,2022-08-06,USR-02,54,H,Viroflay,site_web,actif,2026-06-16,2.0,faux,53
MEM-00868,,2024-04-28,USR-02,34,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-18,2.4,faux,44
MEM-00869,,2025-09-03,USR-02,54,H,Jouy-en-Josas,site_web,actif,2026-06-17,2.6,faux,39
MEM-00870,,2021-03-02,USR-02,49,H,Versailles,instagram,actif,2026-06-13,2.1,faux,55
MEM-00871,,2024-08-29,USR-02,53,F,Viroflay,google_ads,actif,2026-06-11,0.3,faux,79
MEM-00872,,2026-05-20,USR-02,52,F,Bailly,site_web,actif,2026-06-21,2.5,faux,44
MEM-00873,,2022-02-22,USR-02,53,H,Bailly,google_ads,actif,2026-06-20,2.5,faux,48
MEM-00874,,2021-09-21,USR-02,39,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,2.0,faux,45
MEM-00875,,2021-05-26,USR-02,27,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-02,0.3,faux,94
MEM-00876,,2025-09-29,USR-02,26,H,Versailles,instagram,actif,2026-06-21,1.8,faux,56
MEM-00877,,2023-06-07,USR-02,46,H,Versailles,google_ads,actif,2026-06-17,0.8,vrai,77
MEM-00878,,2025-02-11,USR-01,50,F,Jouy-en-Josas,site_web,actif,2026-05-05,0.0,faux,100
MEM-00879,,2026-04-05,USR-02,58,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-19,1.3,faux,58
MEM-00880,,2021-10-30,USR-01,46,F,Versailles,google_ads,actif,2026-03-19,0.0,faux,100
MEM-00881,,2024-02-09,USR-02,28,F,Viroflay,instagram,actif,2026-06-21,1.3,faux,61
MEM-00882,,2025-06-25,USR-02,33,F,Viroflay,instagram,actif,2026-02-24,0.0,faux,100
MEM-00883,,2024-11-01,USR-02,50,F,Versailles,site_web,actif,2026-06-13,0.8,faux,66
MEM-00884,,2024-09-01,USR-02,31,F,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-18,1.2,faux,59
MEM-00885,,2022-05-09,USR-01,22,H,Versailles,google_ads,actif,2026-06-17,2.8,faux,43
MEM-00886,,2021-03-29,USR-02,31,H,Versailles,google_ads,actif,2026-04-25,0.0,faux,100
MEM-00887,,2021-03-25,USR-02,43,H,Bailly,recommandation,actif,2026-06-07,2.1,faux,57
MEM-00888,,2022-11-26,USR-02,27,F,Versailles,site_web,actif,2026-06-18,2.1,vrai,49
MEM-00889,,2023-06-06,USR-02,31,F,Viroflay,site_web,actif,2026-06-21,0.6,faux,72
MEM-00890,,2022-03-19,USR-02,19,F,Versailles,instagram,actif,2026-06-21,2.3,faux,40
MEM-00891,,2025-11-13,USR-02,24,F,Versailles,instagram,actif,2026-06-21,3.9,faux,24
MEM-00892,,2024-01-10,USR-02,39,H,Versailles,instagram,actif,2026-06-21,2.8,faux,38
MEM-00893,,2022-01-03,USR-02,56,F,Versailles,google_ads,actif,2026-06-19,2.8,faux,32
MEM-00894,,2023-12-27,USR-01,56,H,Viroflay,recommandation,actif,2026-06-21,3.0,faux,37
MEM-00895,,2021-06-13,USR-02,57,F,Saint-Cyr-l'École,instagram,actif,2026-04-04,0.0,faux,100
MEM-00896,,2021-05-27,USR-01,25,H,Versailles,site_web,actif,2026-05-06,0.0,faux,100
MEM-00897,,2024-01-08,USR-02,35,H,Versailles,site_web,actif,2026-06-21,3.3,faux,30
MEM-00898,,2025-09-26,USR-02,54,H,Vélizy-Villacoublay,instagram,actif,2026-06-16,1.6,vrai,59
MEM-00899,,2021-07-19,USR-01,48,F,Viroflay,site_web,actif,2026-06-18,1.9,faux,47
MEM-00900,,2022-09-29,USR-02,44,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-21,2.2,vrai,40
MEM-00901,,2025-06-14,USR-02,28,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-06,0.7,faux,79
MEM-00902,,2024-02-01,USR-02,29,H,Viroflay,instagram,actif,2026-06-19,3.6,faux,28
MEM-00903,,2024-09-10,USR-02,52,H,Versailles,site_web,actif,2026-06-20,3.2,faux,34
MEM-00904,,2021-09-16,USR-02,32,H,Le Chesnay-Rocquencourt,site_web,actif,2026-03-22,0.0,vrai,100
MEM-00905,,2022-11-17,USR-02,31,H,Buc,site_web,actif,2026-06-19,1.7,faux,59
MEM-00906,,2024-01-12,USR-01,30,H,Buc,instagram,actif,2026-06-19,2.1,faux,51
MEM-00907,,2023-06-11,USR-02,27,H,Bailly,google_ads,actif,2026-06-20,1.5,faux,66
MEM-00908,,2021-07-09,USR-02,33,F,Buc,site_web,actif,2026-06-19,1.6,faux,52
MEM-00909,,2024-11-19,USR-02,53,F,Versailles,google_ads,actif,2026-06-19,2.2,faux,41
MEM-00910,,2025-01-19,USR-02,35,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,3.3,vrai,24
MEM-00911,,2023-07-06,USR-02,51,H,Jouy-en-Josas,instagram,actif,2026-06-20,2.8,vrai,33
MEM-00912,,2022-03-03,USR-01,25,F,Vélizy-Villacoublay,site_web,actif,2026-06-21,2.8,faux,46
MEM-00913,,2025-07-03,USR-01,20,H,Buc,google_ads,actif,2026-06-21,3.7,faux,22
MEM-00914,,2023-06-06,USR-02,24,H,Buc,google_ads,actif,2026-06-14,2.2,faux,46
MEM-00915,,2021-01-15,USR-02,58,F,Buc,google_ads,actif,2026-05-15,0.0,faux,100
MEM-00916,,2023-12-31,USR-02,33,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-21,2.5,faux,37
MEM-00917,,2023-11-22,USR-02,22,H,Versailles,google_ads,actif,2026-06-19,3.5,faux,26
MEM-00918,,2023-01-19,USR-02,51,F,Versailles,instagram,actif,2026-06-20,3.3,faux,37
MEM-00919,,2024-07-24,USR-02,23,F,Versailles,instagram,actif,2026-06-20,1.5,faux,59
MEM-00920,,2024-01-04,USR-02,46,H,Versailles,instagram,actif,2026-06-03,0.3,vrai,79
MEM-00921,,2022-01-02,USR-02,43,F,Vélizy-Villacoublay,instagram,actif,2026-03-12,0.0,faux,100
MEM-00922,,2024-07-27,USR-02,38,F,Bailly,instagram,actif,2026-06-21,2.7,vrai,32
MEM-00923,,2021-02-16,USR-02,22,F,Versailles,recommandation,actif,2026-06-21,2.4,faux,44
MEM-00924,,2023-10-08,USR-02,30,H,Versailles,site_web,actif,2026-06-21,2.0,faux,53
MEM-00925,,2025-01-14,USR-02,20,H,Viroflay,google_ads,actif,2026-05-19,0.0,faux,100
MEM-00926,,2023-11-28,USR-02,60,F,Versailles,instagram,actif,2026-03-22,0.0,faux,100
MEM-00927,,2023-01-02,USR-02,29,F,Jouy-en-Josas,site_web,actif,2026-06-21,3.6,faux,33
MEM-00928,,2026-01-25,USR-02,47,H,Versailles,google_ads,actif,2026-06-21,2.2,faux,43
MEM-00929,,2025-04-16,USR-02,27,H,Viroflay,instagram,actif,2026-06-07,0.7,faux,72
MEM-00930,,2021-06-27,USR-01,47,H,Versailles,site_web,actif,2026-06-21,2.2,faux,46
MEM-00931,,2023-10-05,USR-02,53,H,Viroflay,recommandation,actif,2026-06-19,3.3,faux,32
MEM-00932,,2025-01-11,USR-01,39,F,Versailles,instagram,actif,2026-06-12,0.4,faux,72
MEM-00933,,2025-05-27,USR-02,56,F,Versailles,recommandation,actif,2026-06-18,2.3,faux,47
MEM-00934,,2024-09-10,USR-02,32,H,Bailly,instagram,actif,2026-06-17,4.0,faux,26
MEM-00935,,2024-12-30,USR-01,36,H,Versailles,recommandation,actif,2026-03-31,0.0,vrai,100
MEM-00936,,2021-02-14,USR-02,43,H,Viroflay,instagram,actif,2026-06-19,2.6,faux,38
MEM-00937,,2021-01-03,USR-02,41,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-19,2.3,faux,50
MEM-00938,,2023-04-10,USR-02,25,H,Versailles,google_ads,actif,2026-06-21,1.8,vrai,52
MEM-00939,,2022-11-10,USR-02,31,H,Buc,instagram,actif,2026-06-21,3.0,faux,28
MEM-00940,,2025-11-28,USR-02,26,F,Versailles,site_web,actif,2026-06-18,2.4,faux,39
MEM-00941,,2023-01-13,USR-01,49,F,Le Chesnay-Rocquencourt,site_web,actif,2026-06-19,1.6,faux,53
MEM-00942,,2024-09-04,USR-02,27,H,Viroflay,site_web,actif,2026-06-20,3.7,faux,23
MEM-00943,,2021-12-19,USR-01,25,H,Jouy-en-Josas,instagram,actif,2026-06-14,1.0,faux,65
MEM-00944,,2025-10-27,USR-02,45,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,2.9,faux,31
MEM-00945,,2024-10-01,USR-02,42,F,Versailles,recommandation,actif,2026-06-19,1.2,faux,63
MEM-00946,,2025-04-07,USR-02,23,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-18,3.1,faux,34
MEM-00947,,2021-03-19,USR-02,19,F,Viroflay,google_ads,actif,2026-06-21,4.1,faux,11
MEM-00948,,2025-08-22,USR-01,59,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-19,2.6,faux,42
MEM-00949,,2021-03-23,USR-02,44,F,Saint-Cyr-l'École,instagram,actif,2026-06-17,0.9,faux,76
MEM-00950,,2022-03-21,USR-02,41,H,Vélizy-Villacoublay,recommandation,actif,2026-06-19,1.5,vrai,58
MEM-00951,,2023-07-01,USR-02,29,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,1.7,faux,54
MEM-00952,,2024-10-01,USR-02,30,F,Versailles,google_ads,actif,2026-06-20,2.1,faux,52
MEM-00953,,2021-05-14,USR-02,50,H,Versailles,recommandation,actif,2026-06-21,3.2,faux,30
MEM-00954,,2023-03-01,USR-02,26,H,Versailles,site_web,actif,2026-06-19,2.1,faux,52
MEM-00955,,2023-10-21,USR-02,28,F,Viroflay,instagram,actif,2026-06-18,3.0,faux,41
MEM-00956,,2025-03-06,USR-01,42,H,Versailles,google_ads,actif,2026-06-21,2.2,faux,54
MEM-00957,,2023-10-02,USR-02,50,F,Versailles,site_web,actif,2026-03-17,0.0,faux,100
MEM-00958,,2024-03-16,USR-02,26,F,Viroflay,recommandation,actif,2026-06-16,0.5,vrai,78
MEM-00959,,2023-10-13,USR-02,60,F,Saint-Cyr-l'École,instagram,actif,2026-06-21,1.3,faux,57
MEM-00960,,2024-05-18,USR-02,31,F,Versailles,google_ads,actif,2026-06-20,2.2,faux,49
MEM-00961,,2026-03-17,USR-02,29,F,Versailles,instagram,actif,2026-06-21,2.2,faux,44
MEM-00962,,2022-04-20,USR-02,24,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-18,0.9,faux,69
MEM-00963,,2025-03-27,USR-02,36,F,Versailles,google_ads,actif,2026-06-20,4.0,faux,13
MEM-00964,,2023-03-02,USR-02,43,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,1.0,faux,60
MEM-00965,,2024-05-22,USR-01,35,F,Viroflay,google_ads,actif,2026-06-21,3.6,vrai,33
MEM-00966,,2024-10-13,USR-02,36,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-20,1.2,faux,69
MEM-00967,,2026-05-02,USR-02,55,H,Le Chesnay-Rocquencourt,site_web,actif,2026-06-19,2.5,faux,49
MEM-00968,,2021-11-09,USR-02,47,F,Versailles,site_web,actif,2026-06-18,2.1,faux,53
MEM-00969,,2025-03-29,USR-02,26,F,Jouy-en-Josas,site_web,actif,2026-06-18,2.2,faux,54
MEM-00970,,2025-01-22,USR-02,55,F,Viroflay,instagram,actif,2026-06-21,1.3,faux,67
MEM-00971,,2025-12-27,USR-02,19,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,3.1,faux,35
MEM-00972,,2023-06-16,USR-02,46,F,Versailles,instagram,actif,2026-03-05,0.0,faux,100
MEM-00973,,2022-07-16,USR-02,34,H,Buc,google_ads,actif,2026-03-05,0.0,faux,100
MEM-00974,,2023-06-28,USR-02,23,F,Jouy-en-Josas,instagram,actif,2026-03-14,0.0,faux,100
MEM-00975,,2023-09-24,USR-02,55,H,Viroflay,recommandation,actif,2026-06-06,1.2,faux,65
MEM-00976,,2022-06-09,USR-02,31,H,Viroflay,google_ads,actif,2026-06-09,1.5,faux,62
MEM-00977,,2022-02-05,USR-01,24,F,Versailles,google_ads,actif,2026-03-17,0.0,faux,100
