abonnement_id,membre_id,type_abonnement,date_debut,date_fin,montant_mensuel,mode_paiement,statut_abonnement,date_resiliation,motif_resiliation
ABO-00963,MEM-00963,essentiel,2025-03-27,,49.0,prelevement_sepa,actif,,
ABO-00964,MEM-00964,essentiel,2023-03-02,,49.0,prelevement_sepa,actif,,
ABO-00965,MEM-00965,premium,2024-05-22,,69.0,prelevement_sepa,actif,,
ABO-00966,MEM-00966,premium,2024-10-13,,69.0,prelevement_sepa,actif,,
ABO-00967,MEM-00967,essentiel,2026-05-02,,49.0,prelevement_sepa,actif,,
ABO-00968,MEM-00968,premium,2021-11-09,,69.0,prelevement_sepa,actif,,
ABO-00969,MEM-00969,essentiel,2025-03-29,,49.0,prelevement_sepa,actif,,
ABO-00970,MEM-00970,essentiel,2025-01-22,,49.0,prelevement_sepa,actif,,
ABO-00971,MEM-00971,premium,2025-12-27,,69.0,prelevement_sepa,actif,,
ABO-00972,MEM-00972,essentiel,2023-06-16,,49.0,prelevement_sepa,actif,,
ABO-00973,MEM-00973,essentiel,2022-07-16,,49.0,prelevement_sepa,actif,,
ABO-00974,MEM-00974,essentiel,2023-06-28,,49.0,prelevement_sepa,actif,,
ABO-00975,MEM-00975,premium,2023-09-24,,69.0,cb,actif,,
ABO-00976,MEM-00976,essentiel,2022-06-09,,49.0,prelevement_sepa,actif,,
ABO-00977,MEM-00977,premium,2022-02-05,,69.0,prelevement_sepa,actif,,
ABO-00978,MEM-00978,essentiel,2024-04-11,,49.0,prelevement_sepa,actif,,
ABO-00979,MEM-00979,premium,2024-08-26,,69.0,prelevement_sepa,actif,,
ABO-00980,MEM-00980,essentiel,2021-08-26,,49.0,prelevement_sepa,actif,,
ABO-00981,MEM-00981,premium,2021-01-06,,69.0,cb,actif,,
ABO-00982,MEM-00982,essentiel,2025-02-23,,49.0,prelevement_sepa,actif,,
ABO-00983,MEM-00983,premium,2022-08-07,,69.0,especes,actif,,
ABO-00984,MEM-00984,essentiel,2022-12-04,,49.0,prelevement_sepa,actif,,
ABO-00985,MEM-00985,premium,2021-12-11,,69.0,prelevement_sepa,actif,,
ABO-00986,MEM-00986,essentiel,2022-01-23,,49.0,prelevement_sepa,actif,,
ABO-00987,MEM-00987,essentiel,2022-10-04,,49.0,prelevement_sepa,actif,,
ABO-00988,MEM-00988,essentiel,2024-06-09,,49.0,prelevement_sepa,actif,,
ABO-00989,MEM-00989,premium,2024-04-30,,69.0,especes,actif,,
ABO-00990,MEM-00990,essentiel,2023-03-03,,49.0,prelevement_sepa,actif,,
ABO-00991,MEM-00991,essentiel,2025-04-06,,49.0,especes,actif,,
ABO-00992,MEM-00992,essentiel,2021-12-16,,49.0,prelevement_sepa,actif,,
ABO-00993,MEM-00993,premium,2021-06-14,,69.0,prelevement_sepa,actif,,
ABO-00994,MEM-00994,essentiel,2026-05-16,,49.0,prelevement_sepa,actif,,
ABO-00995,MEM-00995,premium,2021-11-19,,69.0,prelevement_sepa,actif,,
ABO-00996,MEM-00996,essentiel,2021-10-29,,49.0,prelevement_sepa,actif,,
ABO-00997,MEM-00997,essentiel,2025-03-22,,49.0,prelevement_sepa,actif,,
ABO-00998,MEM-00998,essentiel,2026-02-16,,49.0,prelevement_sepa,actif,,
ABO-00999,MEM-00999,essentiel,2025-01-14,,49.0,prelevement_sepa,actif,,
ABO-01000,MEM-01000,premium,2026-04-24,,69.0,cb,actif,,
ABO-01001,MEM-01001,essentiel,2023-05-09,,49.0,prelevement_sepa,actif,,
ABO-01002,MEM-01002,essentiel,2021-12-31,,49.0,prelevement_sepa,actif,,
ABO-01003,MEM-01003,essentiel,2023-12-28,,49.0,prelevement_sepa,actif,,
ABO-01004,MEM-01004,premium,2023-12-21,,69.0,prelevement_sepa,actif,,
ABO-01005,MEM-01005,premium,2025-04-06,,69.0,prelevement_sepa,actif,,
ABO-01006,MEM-01006,premium,2021-03-14,,69.0,prelevement_sepa,actif,,
ABO-01007,MEM-01007,essentiel,2022-04-08,,49.0,prelevement_sepa,actif,,
ABO-01008,MEM-01008,premium,2025-04-14,,69.0,cb,actif,,
ABO-01009,MEM-01009,premium,2025-03-28,,69.0,prelevement_sepa,actif,,
ABO-01010,MEM-01010,premium,2025-01-22,,69.0,prelevement_sepa,actif,,
ABO-01011,MEM-01011,essentiel,2022-01-29,,49.0,cb,actif,,
ABO-01012,MEM-01012,essentiel,2023-07-31,,49.0,prelevement_sepa,actif,,
ABO-01013,MEM-01013,premium,2023-05-25,,69.0,prelevement_sepa,actif,,
ABO-01014,MEM-01014,premium,2025-07-01,,69.0,cb,actif,,
ABO-01015,MEM-01015,premium,2024-03-17,,69.0,prelevement_sepa,actif,,
ABO-01016,MEM-01016,premium,2021-09-11,,69.0,prelevement_sepa,actif,,
ABO-01017,MEM-01017,premium,2022-02-15,,69.0,prelevement_sepa,actif,,
ABO-01018,MEM-01018,essentiel,2021-02-15,,49.0,cb,actif,,
ABO-01019,MEM-01019,essentiel,2022-10-03,,49.0,prelevement_sepa,actif,,
ABO-01020,MEM-01020,premium,2025-09-07,,69.0,prelevement_sepa,actif,,
ABO-01021,MEM-01021,essentiel,2022-04-27,,49.0,prelevement_sepa,actif,,
ABO-01022,MEM-01022,essentiel,2021-12-18,,49.0,prelevement_sepa,actif,,
ABO-01023,MEM-01023,essentiel,2023-03-23,,49.0,prelevement_sepa,actif,,
ABO-01024,MEM-01024,essentiel,2024-03-06,,49.0,prelevement_sepa,actif,,
ABO-01025,MEM-01025,essentiel,2021-01-26,,49.0,prelevement_sepa,actif,,
ABO-01026,MEM-01026,essentiel,2024-12-18,,49.0,cb,actif,,
ABO-01027,MEM-01027,premium,2021-05-13,,69.0,prelevement_sepa,actif,,
ABO-01028,MEM-01028,essentiel,2021-05-25,,49.0,cb,actif,,
ABO-01029,MEM-01029,essentiel,2026-04-15,,49.0,prelevement_sepa,actif,,
ABO-01030,MEM-01030,essentiel,2026-03-11,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-01031,MEM-01031,essentiel,2023-09-24,,49.0,prelevement_sepa,actif,,
ABO-01032,MEM-01032,premium,2022-08-17,,69.0,prelevement_sepa,actif,,
ABO-01033,MEM-01033,premium,2025-11-11,,69.0,prelevement_sepa,actif,,
ABO-01034,MEM-01034,essentiel,2026-04-21,,49.0,cb,actif,,
ABO-01035,MEM-01035,essentiel,2022-12-28,,49.0,prelevement_sepa,actif,,
ABO-01036,MEM-01036,premium,2021-08-15,,69.0,prelevement_sepa,actif,,
ABO-01037,MEM-01037,essentiel,2021-03-18,,49.0,especes,actif,,
ABO-01038,MEM-01038,essentiel,2021-02-10,,49.0,prelevement_sepa,actif,,
ABO-01039,MEM-01039,premium,2022-08-25,,69.0,prelevement_sepa,actif,,
ABO-01040,MEM-01040,essentiel,2026-01-26,,49.0,prelevement_sepa,actif,,
ABO-01041,MEM-01041,premium,2022-04-21,,69.0,prelevement_sepa,suspendu_impaye,,
ABO-01042,MEM-01042,essentiel,2025-09-17,,49.0,prelevement_sepa,actif,,
ABO-01043,MEM-01043,premium,2025-07-06,,69.0,prelevement_sepa,actif,,
ABO-01044,MEM-01044,essentiel,2023-11-15,,49.0,prelevement_sepa,actif,,
ABO-01045,MEM-01045,essentiel,2021-03-10,,49.0,prelevement_sepa,actif,,
ABO-01046,MEM-01046,essentiel,2023-05-13,,49.0,prelevement_sepa,actif,,
ABO-01047,MEM-01047,premium,2025-09-11,,69.0,prelevement_sepa,actif,,
ABO-01048,MEM-01048,essentiel,2025-04-17,,49.0,cb,actif,,
ABO-01049,MEM-01049,essentiel,2022-04-17,,49.0,prelevement_sepa,actif,,
ABO-01050,MEM-01050,essentiel,2023-04-09,,49.0,prelevement_sepa,actif,,
ABO-01051,MEM-01051,premium,2022-08-27,,69.0,prelevement_sepa,actif,,
ABO-01052,MEM-01052,essentiel,2023-12-15,,49.0,prelevement_sepa,actif,,
ABO-01053,MEM-01053,premium,2024-06-02,,69.0,prelevement_sepa,actif,,
ABO-01054,MEM-01054,premium,2022-02-13,,69.0,prelevement_sepa,actif,,
ABO-01055,MEM-01055,premium,2023-01-23,,69.0,prelevement_sepa,actif,,
ABO-01056,MEM-01056,essentiel,2025-03-20,,49.0,prelevement_sepa,actif,,
ABO-01057,MEM-01057,essentiel,2025-02-18,,49.0,prelevement_sepa,actif,,
ABO-01058,MEM-01058,premium,2022-08-29,,69.0,prelevement_sepa,actif,,
ABO-01059,MEM-01059,essentiel,2022-05-11,,49.0,cb,actif,,
ABO-01060,MEM-01060,essentiel,2026-02-14,,49.0,prelevement_sepa,actif,,
ABO-01061,MEM-01061,premium,2021-07-22,,69.0,prelevement_sepa,actif,,
ABO-01062,MEM-01062,premium,2026-03-22,,69.0,prelevement_sepa,actif,,
ABO-01063,MEM-01063,premium,2022-01-29,,69.0,prelevement_sepa,actif,,
ABO-01064,MEM-01064,premium,2024-05-21,,69.0,prelevement_sepa,actif,,
ABO-01065,MEM-01065,essentiel,2024-12-08,,49.0,prelevement_sepa,actif,,
ABO-01066,MEM-01066,essentiel,2023-09-23,,49.0,cb,suspendu_impaye,,
ABO-01067,MEM-01067,essentiel,2021-08-10,,49.0,especes,actif,,
ABO-01068,MEM-01068,premium,2025-01-07,,69.0,cb,actif,,
ABO-01069,MEM-01069,essentiel,2022-01-20,,49.0,especes,actif,,
ABO-01070,MEM-01070,premium,2022-05-21,,69.0,prelevement_sepa,actif,,
ABO-01071,MEM-01071,essentiel,2024-12-02,,49.0,prelevement_sepa,actif,,
ABO-01072,MEM-01072,essentiel,2022-09-27,,49.0,cb,actif,,
ABO-01073,MEM-01073,essentiel,2023-09-17,,49.0,prelevement_sepa,actif,,
ABO-01074,MEM-01074,premium,2024-07-09,,69.0,prelevement_sepa,actif,,
ABO-01075,MEM-01075,premium,2022-04-18,,69.0,prelevement_sepa,actif,,
ABO-01076,MEM-01076,essentiel,2023-03-18,,49.0,cb,actif,,
ABO-01077,MEM-01077,premium,2024-12-25,,69.0,prelevement_sepa,actif,,
ABO-01078,MEM-01078,essentiel,2023-02-15,,49.0,prelevement_sepa,actif,,
ABO-01079,MEM-01079,premium,2023-04-11,,69.0,prelevement_sepa,actif,,
ABO-01080,MEM-01080,premium,2023-08-26,,69.0,prelevement_sepa,actif,,
ABO-01081,MEM-01081,premium,2023-01-14,,69.0,prelevement_sepa,actif,,
ABO-01082,MEM-01082,essentiel,2025-07-15,,49.0,prelevement_sepa,actif,,
ABO-01083,MEM-01083,essentiel,2021-04-21,,49.0,especes,actif,,
ABO-01084,MEM-01084,premium,2024-05-31,,69.0,prelevement_sepa,suspendu_impaye,,
ABO-01085,MEM-01085,premium,2023-06-28,,69.0,cb,actif,,
ABO-01086,MEM-01086,essentiel,2025-02-26,,49.0,prelevement_sepa,actif,,
ABO-01087,MEM-01087,essentiel,2026-04-27,,49.0,cb,actif,,
ABO-01088,MEM-01088,essentiel,2026-04-07,,49.0,prelevement_sepa,actif,,
ABO-01089,MEM-01089,essentiel,2022-08-26,,49.0,prelevement_sepa,actif,,
ABO-01090,MEM-01090,essentiel,2025-08-24,,49.0,prelevement_sepa,actif,,
ABO-01091,MEM-01091,essentiel,2022-09-06,,49.0,cb,actif,,
ABO-01092,MEM-01092,essentiel,2023-06-01,,49.0,prelevement_sepa,actif,,
ABO-01093,MEM-01093,essentiel,2024-08-20,,49.0,prelevement_sepa,actif,,
ABO-01094,MEM-01094,premium,2024-07-01,,69.0,cb,actif,,
ABO-01095,MEM-01095,essentiel,2021-04-01,,49.0,prelevement_sepa,actif,,
ABO-01096,MEM-01096,premium,2024-11-30,,69.0,prelevement_sepa,actif,,
ABO-01097,MEM-01097,premium,2024-05-06,,69.0,prelevement_sepa,actif,,
ABO-01098,MEM-01098,essentiel,2025-07-31,,49.0,prelevement_sepa,actif,,
ABO-01099,MEM-01099,essentiel,2025-03-10,,49.0,prelevement_sepa,actif,,
ABO-01100,MEM-01100,premium,2023-07-13,,69.0,prelevement_sepa,actif,,
ABO-01101,MEM-01101,premium,2025-09-26,,69.0,prelevement_sepa,actif,,
ABO-01102,MEM-01102,essentiel,2025-12-18,,49.0,cb,actif,,
ABO-01103,MEM-01103,essentiel,2025-12-27,,49.0,prelevement_sepa,actif,,
ABO-01104,MEM-01104,premium,2022-05-13,,69.0,prelevement_sepa,actif,,
ABO-01105,MEM-01105,essentiel,2026-03-14,,49.0,prelevement_sepa,actif,,
ABO-01106,MEM-01106,premium,2022-01-07,,69.0,prelevement_sepa,actif,,
ABO-01107,MEM-01107,essentiel,2025-03-18,,49.0,prelevement_sepa,actif,,
ABO-01108,MEM-01108,premium,2023-09-25,,69.0,prelevement_sepa,actif,,
ABO-01109,MEM-01109,premium,2026-01-22,,69.0,prelevement_sepa,actif,,
ABO-01110,MEM-01110,premium,2025-08-12,,69.0,prelevement_sepa,actif,,
ABO-01111,MEM-01111,essentiel,2024-09-11,,49.0,cb,actif,,
ABO-01112,MEM-01112,essentiel,2025-03-13,,49.0,prelevement_sepa,actif,,
ABO-01113,MEM-01113,premium,2026-03-17,,69.0,prelevement_sepa,actif,,
ABO-01114,MEM-01114,essentiel,2023-07-23,,49.0,prelevement_sepa,actif,,
ABO-01115,MEM-01115,essentiel,2022-09-07,,49.0,prelevement_sepa,actif,,
ABO-01116,MEM-01116,essentiel,2022-11-17,,49.0,prelevement_sepa,actif,,
ABO-01117,MEM-01117,premium,2022-10-03,,69.0,prelevement_sepa,actif,,
ABO-01118,MEM-01118,premium,2022-01-31,,69.0,prelevement_sepa,actif,,
ABO-01119,MEM-01119,essentiel,2025-11-18,,49.0,cb,actif,,
ABO-01120,MEM-01120,premium,2026-03-14,,69.0,prelevement_sepa,actif,,
ABO-01121,MEM-01121,essentiel,2021-01-30,,49.0,prelevement_sepa,actif,,
ABO-01122,MEM-01122,premium,2023-03-08,,69.0,prelevement_sepa,actif,,
ABO-01123,MEM-01123,premium,2021-02-19,,69.0,prelevement_sepa,actif,,
ABO-01124,MEM-01124,essentiel,2023-09-02,,49.0,prelevement_sepa,actif,,
ABO-01125,MEM-01125,premium,2023-03-20,,69.0,prelevement_sepa,actif,,
ABO-01126,MEM-01126,premium,2022-04-03,,69.0,prelevement_sepa,actif,,
ABO-01127,MEM-01127,essentiel,2026-03-08,,49.0,prelevement_sepa,actif,,
ABO-01128,MEM-01128,essentiel,2022-05-09,,49.0,prelevement_sepa,actif,,
ABO-01129,MEM-01129,essentiel,2023-04-27,,49.0,prelevement_sepa,actif,,
ABO-01130,MEM-01130,premium,2023-06-02,,69.0,prelevement_sepa,actif,,
ABO-01131,MEM-01131,premium,2021-11-04,,69.0,prelevement_sepa,actif,,
ABO-01132,MEM-01132,essentiel,2021-06-01,,49.0,cb,actif,,
ABO-01133,MEM-01133,essentiel,2023-07-12,,49.0,prelevement_sepa,actif,,
ABO-01134,MEM-01134,premium,2026-01-05,,69.0,prelevement_sepa,actif,,
ABO-01135,MEM-01135,essentiel,2021-08-02,,49.0,prelevement_sepa,actif,,
ABO-01136,MEM-01136,essentiel,2022-06-17,,49.0,prelevement_sepa,actif,,
ABO-01137,MEM-01137,essentiel,2024-07-15,,49.0,prelevement_sepa,actif,,
ABO-01138,MEM-01138,premium,2024-03-14,,69.0,prelevement_sepa,actif,,
ABO-01139,MEM-01139,essentiel,2024-11-17,,49.0,prelevement_sepa,actif,,
ABO-01140,MEM-01140,essentiel,2025-09-25,,49.0,prelevement_sepa,actif,,
ABO-01141,MEM-01141,premium,2025-12-07,,69.0,prelevement_sepa,actif,,
ABO-01142,MEM-01142,essentiel,2025-12-10,,49.0,prelevement_sepa,actif,,
ABO-01143,MEM-01143,essentiel,2023-05-26,,49.0,especes,actif,,
ABO-01144,MEM-01144,premium,2023-02-07,,69.0,especes,suspendu_impaye,,
ABO-01145,MEM-01145,essentiel,2024-04-09,,49.0,prelevement_sepa,actif,,
ABO-01146,MEM-01146,essentiel,2023-07-24,,49.0,prelevement_sepa,actif,,
ABO-01147,MEM-01147,essentiel,2022-06-28,,49.0,cb,actif,,
ABO-01148,MEM-01148,premium,2025-08-15,,69.0,prelevement_sepa,actif,,
ABO-01149,MEM-01149,essentiel,2021-07-24,,49.0,prelevement_sepa,actif,,
ABO-01150,MEM-01150,essentiel,2024-12-15,,49.0,prelevement_sepa,actif,,
ABO-01151,MEM-01151,essentiel,2021-04-06,,49.0,prelevement_sepa,actif,,
ABO-01152,MEM-01152,essentiel,2021-03-10,,49.0,cb,actif,,
ABO-01153,MEM-01153,essentiel,2023-09-14,,49.0,prelevement_sepa,actif,,
ABO-01154,MEM-01154,premium,2025-08-10,,69.0,cb,actif,,
ABO-01155,MEM-01155,essentiel,2023-12-06,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-01156,MEM-01156,premium,2022-09-06,,69.0,prelevement_sepa,actif,,
ABO-01157,MEM-01157,premium,2021-11-29,,69.0,prelevement_sepa,actif,,
ABO-01158,MEM-01158,premium,2025-08-31,,69.0,prelevement_sepa,actif,,
ABO-01159,MEM-01159,essentiel,2021-04-19,,49.0,prelevement_sepa,actif,,
ABO-01160,MEM-01160,premium,2024-08-10,,69.0,prelevement_sepa,suspendu_impaye,,
ABO-01161,MEM-01161,essentiel,2023-03-28,,49.0,prelevement_sepa,actif,,
ABO-01162,MEM-01162,premium,2022-09-10,,69.0,prelevement_sepa,actif,,
ABO-01163,MEM-01163,premium,2021-08-21,,69.0,prelevement_sepa,actif,,
ABO-01164,MEM-01164,essentiel,2021-10-29,,49.0,prelevement_sepa,actif,,
ABO-01165,MEM-01165,essentiel,2021-07-27,,49.0,prelevement_sepa,actif,,
ABO-01166,MEM-01166,essentiel,2025-05-22,,49.0,cb,actif,,
ABO-01167,MEM-01167,premium,2022-06-26,,69.0,prelevement_sepa,actif,,
ABO-01168,MEM-01168,essentiel,2021-07-05,,49.0,prelevement_sepa,actif,,
ABO-01169,MEM-01169,essentiel,2023-06-27,,49.0,prelevement_sepa,actif,,
ABO-01170,MEM-01170,essentiel,2026-04-30,,49.0,prelevement_sepa,actif,,
ABO-01171,MEM-01171,essentiel,2023-10-17,,49.0,cb,actif,,
ABO-01172,MEM-01172,essentiel,2023-09-26,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-01173,MEM-01173,essentiel,2022-07-29,,49.0,prelevement_sepa,actif,,
ABO-01174,MEM-01174,essentiel,2021-08-20,,49.0,prelevement_sepa,actif,,
ABO-01175,MEM-01175,essentiel,2025-05-30,,49.0,prelevement_sepa,actif,,
ABO-01176,MEM-01176,essentiel,2025-11-10,,49.0,cb,actif,,
ABO-01177,MEM-01177,essentiel,2024-07-30,,49.0,prelevement_sepa,actif,,
ABO-01178,MEM-01178,premium,2025-07-21,,69.0,prelevement_sepa,actif,,
ABO-01179,MEM-01179,essentiel,2026-03-18,,49.0,prelevement_sepa,actif,,
ABO-01180,MEM-01180,essentiel,2022-01-20,,49.0,especes,actif,,
ABO-01181,MEM-01181,essentiel,2025-07-18,,49.0,prelevement_sepa,actif,,
ABO-01182,MEM-01182,essentiel,2025-02-15,,49.0,prelevement_sepa,actif,,
ABO-01183,MEM-01183,essentiel,2024-02-21,,49.0,especes,actif,,
ABO-01184,MEM-01184,essentiel,2022-12-07,,49.0,prelevement_sepa,actif,,
ABO-01185,MEM-01185,premium,2024-02-02,,69.0,prelevement_sepa,actif,,
ABO-01186,MEM-01186,essentiel,2022-04-02,,49.0,prelevement_sepa,actif,,
ABO-01187,MEM-01187,essentiel,2025-09-14,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-01188,MEM-01188,premium,2026-03-31,,69.0,prelevement_sepa,actif,,
ABO-01189,MEM-01189,premium,2024-01-29,,69.0,prelevement_sepa,actif,,
ABO-01190,MEM-01190,essentiel,2021-10-07,,49.0,prelevement_sepa,actif,,
ABO-01191,MEM-01191,premium,2023-02-22,,69.0,prelevement_sepa,actif,,
ABO-01192,MEM-01192,essentiel,2025-10-23,,49.0,prelevement_sepa,actif,,
ABO-01193,MEM-01193,essentiel,2021-07-31,,49.0,prelevement_sepa,actif,,
ABO-01194,MEM-01194,essentiel,2021-09-23,,49.0,prelevement_sepa,actif,,
ABO-01195,MEM-01195,essentiel,2025-12-04,,49.0,cb,actif,,
ABO-01196,MEM-01196,essentiel,2021-05-25,,49.0,prelevement_sepa,actif,,
ABO-01197,MEM-01197,premium,2023-03-03,,69.0,cb,actif,,
ABO-01198,MEM-01198,essentiel,2024-01-07,,49.0,prelevement_sepa,actif,,
ABO-01199,MEM-01199,essentiel,2022-07-15,,49.0,prelevement_sepa,actif,,
ABO-01200,MEM-01200,essentiel,2024-04-25,,49.0,prelevement_sepa,actif,,
ABO-01201,MEM-01201,essentiel,2024-02-18,2026-06-18,49.0,prelevement_sepa,resilie,2026-06-18,blessure_sante
ABO-01202,MEM-01202,essentiel,2021-09-27,2026-05-07,49.0,prelevement_sepa,resilie,2026-05-07,inconnu
ABO-01203,MEM-01203,essentiel,2023-03-13,2026-03-08,49.0,prelevement_sepa,resilie,2026-03-08,blessure_sante
ABO-01204,MEM-01204,essentiel,2022-09-19,2026-06-17,49.0,prelevement_sepa,resilie,2026-06-17,blessure_sante
ABO-01205,MEM-01205,premium,2023-11-13,2026-03-07,69.0,prelevement_sepa,resilie,2026-03-07,manque_temps
ABO-01206,MEM-01206,essentiel,2021-05-17,2026-05-31,49.0,prelevement_sepa,resilie,2026-05-31,prix
ABO-01207,MEM-01207,premium,2024-01-15,2026-06-03,69.0,prelevement_sepa,resilie,2026-06-03,manque_temps
ABO-01208,MEM-01208,premium,2023-07-03,2026-03-28,69.0,prelevement_sepa,resilie,2026-03-28,insatisfaction
ABO-01209,MEM-01209,essentiel,2026-05-03,2026-04-06,49.0,prelevement_sepa,resilie,2026-04-06,blessure_sante
ABO-01210,MEM-01210,premium,2025-10-02,2026-05-23,69.0,prelevement_sepa,resilie,2026-05-23,insatisfaction
ABO-01211,MEM-01211,essentiel,2022-03-06,2026-04-07,49.0,prelevement_sepa,resilie,2026-04-07,manque_temps
ABO-01212,MEM-01212,essentiel,2023-08-19,2026-04-21,49.0,cb,resilie,2026-04-21,demenagement
ABO-01213,MEM-01213,essentiel,2023-06-05,2026-03-26,49.0,prelevement_sepa,resilie,2026-03-26,inconnu
ABO-01214,MEM-01214,premium,2023-06-12,2026-03-31,69.0,prelevement_sepa,resilie,2026-03-31,insatisfaction
ABO-01215,MEM-01215,premium,2025-07-10,2026-03-04,69.0,prelevement_sepa,resilie,2026-03-04,manque_temps
ABO-01216,MEM-01216,essentiel,2021-11-02,2026-02-25,49.0,prelevement_sepa,resilie,2026-02-25,blessure_sante
ABO-01217,MEM-01217,essentiel,2022-06-23,2026-06-19,49.0,prelevement_sepa,resilie,2026-06-19,manque_temps
ABO-01218,MEM-01218,essentiel,2022-06-24,2026-04-28,49.0,prelevement_sepa,resilie,2026-04-28,manque_temps
ABO-01219,MEM-01219,essentiel,2024-05-27,2026-02-27,49.0,cb,resilie,2026-02-27,demenagement
ABO-01220,MEM-01220,premium,2026-05-21,2026-05-20,69.0,cb,resilie,2026-05-20,prix
ABO-01221,MEM-01221,essentiel,2025-01-19,2026-05-23,49.0,prelevement_sepa,resilie,2026-05-23,demenagement
ABO-01222,MEM-01222,essentiel,2024-08-01,2026-03-17,49.0,cb,resilie,2026-03-17,inconnu
ABO-01223,MEM-01223,premium,2025-01-28,2026-03-01,69.0,cb,resilie,2026-03-01,inconnu
ABO-01224,MEM-01224,essentiel,2024-02-11,2026-05-29,49.0,prelevement_sepa,resilie,2026-05-29,prix
ABO-01225,MEM-01225,premium,2022-08-21,2026-06-01,69.0,prelevement_sepa,resilie,2026-06-01,demenagement
ABO-01226,MEM-01226,premium,2022-07-16,2026-04-24,69.0,prelevement_sepa,resilie,2026-04-24,inconnu
ABO-01227,MEM-01227,essentiel,2026-04-28,2026-03-01,49.0,prelevement_sepa,resilie,2026-03-01,horaires
ABO-01228,MEM-01228,premium,2026-05-18,2026-05-23,69.0,prelevement_sepa,resilie,2026-05-23,prix
ABO-01229,MEM-01229,premium,2021-07-29,2026-05-20,69.0,prelevement_sepa,resilie,2026-05-20,blessure_sante
ABO-01230,MEM-01230,essentiel,2025-01-26,2026-03-18,49.0,cb,resilie,2026-03-18,insatisfaction
ABO-01231,MEM-01231,essentiel,2023-01-25,2026-05-06,49.0,prelevement_sepa,resilie,2026-05-06,prix
ABO-01232,MEM-01232,essentiel,2021-04-03,2026-05-15,49.0,prelevement_sepa,resilie,2026-05-15,prix
ABO-01233,MEM-01233,essentiel,2026-04-10,2026-02-25,49.0,prelevement_sepa,resilie,2026-02-25,horaires
ABO-01234,MEM-01234,essentiel,2024-12-31,2026-04-28,49.0,prelevement_sepa,resilie,2026-04-28,manque_temps
ABO-01235,MEM-01235,premium,2026-04-12,2026-03-11,69.0,prelevement_sepa,resilie,2026-03-11,inconnu
ABO-01236,MEM-01236,essentiel,2021-03-05,2026-05-23,49.0,prelevement_sepa,resilie,2026-05-23,demenagement
ABO-01237,MEM-01237,essentiel,2024-10-09,2026-03-04,49.0,prelevement_sepa,resilie,2026-03-04,demenagement
ABO-01238,MEM-01238,essentiel,2023-11-03,2026-06-19,49.0,especes,resilie,2026-06-19,demenagement
ABO-01239,MEM-01239,premium,2025-07-29,2026-03-15,69.0,prelevement_sepa,resilie,2026-03-15,demenagement
ABO-01240,MEM-01240,premium,2026-03-01,2026-05-05,69.0,prelevement_sepa,resilie,2026-05-05,blessure_sante
ABO-01241,MEM-01241,premium,2021-07-18,2026-04-13,69.0,prelevement_sepa,resilie,2026-04-13,blessure_sante
ABO-01242,MEM-01242,essentiel,2023-07-17,2026-06-13,49.0,cb,resilie,2026-06-13,prix
ABO-01243,MEM-01243,essentiel,2022-12-30,2026-06-18,49.0,prelevement_sepa,resilie,2026-06-18,blessure_sante
ABO-01244,MEM-01244,essentiel,2023-01-13,2026-05-24,49.0,prelevement_sepa,resilie,2026-05-24,demenagement
ABO-01245,MEM-01245,essentiel,2021-05-24,2026-03-14,49.0,cb,resilie,2026-03-14,demenagement
ABO-01246,MEM-01246,essentiel,2023-06-09,2026-06-04,49.0,prelevement_sepa,resilie,2026-06-04,horaires
ABO-01247,MEM-01247,essentiel,2025-08-04,2026-03-15,49.0,prelevement_sepa,resilie,2026-03-15,insatisfaction
ABO-01248,MEM-01248,essentiel,2025-09-19,2026-03-14,49.0,prelevement_sepa,resilie,2026-03-14,inconnu
ABO-01249,MEM-01249,essentiel,2025-01-10,2026-05-15,49.0,prelevement_sepa,resilie,2026-05-15,horaires
ABO-01250,MEM-01250,essentiel,2022-07-06,2026-04-15,49.0,prelevement_sepa,resilie,2026-04-15,horaires
ABO-01251,MEM-01251,premium,2025-11-02,2026-03-15,69.0,prelevement_sepa,resilie,2026-03-15,horaires
ABO-01252,MEM-01252,essentiel,2026-02-09,2026-05-04,49.0,cb,resilie,2026-05-04,prix
ABO-01253,MEM-01253,essentiel,2024-08-10,2026-04-15,49.0,prelevement_sepa,resilie,2026-04-15,inconnu
ABO-01254,MEM-01254,premium,2025-10-16,2026-04-05,69.0,prelevement_sepa,resilie,2026-04-05,manque_temps
ABO-01255,MEM-01255,essentiel,2023-12-03,2026-03-25,49.0,cb,resilie,2026-03-25,horaires
ABO-01256,MEM-01256,essentiel,2025-04-23,2026-05-13,49.0,prelevement_sepa,resilie,2026-05-13,prix
ABO-01257,MEM-01257,premium,2022-11-29,2026-03-26,69.0,prelevement_sepa,resilie,2026-03-26,blessure_sante
ABO-01258,MEM-01258,essentiel,2021-11-13,2026-04-11,49.0,especes,resilie,2026-04-11,blessure_sante
ABO-01259,MEM-01259,essentiel,2025-10-11,2026-05-14,49.0,prelevement_sepa,resilie,2026-05-14,horaires
